,MCT_CAT_CD,DONG_CD,SEX_CD,AGE_CD,USE_CNT,USE_AMT
275,5,망원동,B,1,0.048789948673447325,0.7298815840873819
276,5,망원동,B,6,0.00569235661909584,0.5760447817852081
277,5,망원동,B,0,0.361434633179583,0.8471367581411274
278,5,망원동,B,3,0.9768522861370741,0.13112165706298207
279,5,망원동,B,2,0.8161570139399581,0.6216653218409445
280,5,상수동,A,9,0.5717570769894417,0.9242900915245876
281,5,상수동,A,8,0.9176692602472746,0.11346307042631065
282,5,상수동,A,5,0.6519238098774225,0.19088134932171963
283,5,상수동,A,4,0.8661811737451566,0.47552718250141013
284,5,상수동,A,7,0.9047113010314148,0.4512960070139721
285,5,상수동,A,1,0.4729254664494347,0.3705192321604005
286,5,상수동,A,6,0.0701269066909811,0.9562212191224136
287,5,상수동,A,0,0.17858129908561338,0.4304510199890913
288,5,상수동,A,3,0.8909105356918288,0.9815483253199053
289,5,상수동,A,2,0.2902692648783035,0.8851899943246135
290,5,상수동,B,9,0.9692548467124505,0.6028851293499529
291,5,상수동,B,8,0.02157993083072207,0.25310288213683774
292,5,상수동,B,5,0.9404176896670225,0.8513679002219823
293,5,상수동,B,4,0.33295228053310133,0.0862996130651833
294,5,상수동,B,7,0.5882526194057853,0.576221279453859
295,5,상수동,B,1,0.26703883368415104,0.22029718563733192
296,5,상수동,B,6,0.6989357552780259,0.6804530585230565
297,5,상수동,B,0,0.23643187912140662,0.6230941670303622
298,5,상수동,B,3,0.36944913793696,0.17949454889473937
299,5,상수동,B,2,0.367575106457636,0.7063106143024316
300,5,서교동,A,9,0.7394073036895774,0.022891418230342686
301,5,서교동,A,8,0.2732370168890017,0.8855214309130908
302,5,서교동,A,5,0.839968866595527,0.9786682843860034
303,5,서교동,A,4,0.1979021766375938,0.48306525331741135
304,5,서교동,A,7,0.04816898911777434,0.8191220736788287
305,5,서교동,A,1,0.5932210754078475,0.15014964666779962
306,5,서교동,A,6,0.29929172810723315,0.03861165923963028
307,5,서교동,A,0,0.18107037535271464,0.3475586976098338
308,5,서교동,A,3,0.44530450020059986,0.19746333317443687
309,5,서교동,A,2,0.5065670578305661,0.7718561982907373
310,5,서교동,B,9,0.9442210870003814,0.4475685698917099
311,5,서교동,B,8,0.29910176278861167,0.7319808941471074
312,5,서교동,B,5,0.7746929493387862,0.8646555814676289
313,5,서교동,B,4,0.4758086197628675,0.8385344181829466
314,5,서교동,B,7,0.7456994425654213,0.5759447437534998
315,5,서교동,B,1,0.0892506894587074,0.9448143499653247
316,5,서교동,B,6,0.19540060376227997,0.827672149046227
317,5,서교동,B,0,0.29336667401854155,0.998458131221027
318,5,서교동,B,3,0.06737204456419665,0.15106927854873664
319,5,서교동,B,2,0.8984003996437234,0.6721939052944289
320,5,신수동,A,9,0.19639644717198046,0.9875370836973
321,5,신수동,A,8,0.8193465311537369,0.24800326234013637
322,5,신수동,A,5,0.048826926574169094,0.4641101033977285
323,5,신수동,A,4,0.910929833222511,0.2955061812858909
324,5,신수동,A,7,0.34880183470303494,0.33250729490970543
325,5,신수동,A,1,0.6198873793083972,0.8708442103619329
326,5,신수동,A,6,0.6579019223032423,0.7205260096168018
327,5,신수동,A,0,0.9575780896958968,0.351677797365051
328,5,신수동,A,3,0.33443796367808254,0.28335016231192944
329,5,신수동,A,2,0.6614546701848956,0.30308075302729365
330,5,신수동,B,9,0.8520597002171617,0.14360067731652681
331,5,신수동,B,8,0.2787645420428446,0.280942626135688
332,5,신수동,B,5,0.2749202207768934,0.8916520860998197
333,5,신수동,B,4,0.9267564996032662,0.8468629725436962
334,5,신수동,B,7,0.5977660341333333,0.13810239149149917
335,5,신수동,B,1,0.7977224478954905,0.16263059870370788
336,5,신수동,B,6,0.5048795078201909,0.013017525351045611
337,5,신수동,B,0,0.10559450582901475,0.9223161815572728
338,5,신수동,B,3,0.6459235959779128,0.2347844628028607
339,5,신수동,B,2,0.9364576113084441,0.8022523217360988
340,5,연남동,A,9,0.31033906178719695,0.1534490706207039
341,5,연남동,A,8,0.8225439547940484,0.9503267702270606
342,5,연남동,A,5,0.30727331509929867,0.2282780366193956
343,5,연남동,A,4,0.583590035223142,0.5893715173293452
344,5,연남동,A,7,0.35333081009319545,0.998761510162934
345,5,연남동,A,1,0.882327445090409,0.4175023736236315
346,5,연남동,A,6,0.6748823398493811,0.4500718349807675
347,5,연남동,A,0,0.16680489168452928,0.7732202182742928
348,5,연남동,A,3,0.2726854095597502,0.9384972086263496
349,5,연남동,A,2,0.5072061851271265,0.1344355262797391
350,5,연남동,B,9,0.3591611717320031,0.3244555099167892
351,5,연남동,B,8,0.8083809347732034,0.010998716384716611
352,5,연남동,B,5,0.29943502645071474,0.8442271003064467
353,5,연남동,B,4,0.04698389602102504,0.20757834911273798
354,5,연남동,B,7,0.5790216947348046,0.27007277507742566
355,5,연남동,B,1,0.3910220330779569,0.45855690265982285
356,5,연남동,B,6,0.022034602494780176,0.013157001204771923
357,5,연남동,B,0,0.5698924643745817,0.50003634887567
358,5,연남동,B,3,0.17812049691037735,0.16625693426825716
359,5,연남동,B,2,0.4674176876703203,0.23686208763585992
360,5,창천동,A,9,0.6312408645579338,0.7621269726702717
361,5,창천동,A,8,0.7331273809168604,0.6277184676682859
362,5,창천동,A,5,0.018032633014258503,0.203235673002508
363,5,창천동,A,4,0.6526435632938107,0.4818287275582791
364,5,창천동,A,7,0.9795502060473857,0.15458382278997684
365,5,창천동,A,1,0.19954540594368164,0.1500065885692482
366,5,창천동,A,6,0.6292256399765006,0.8677226308450372
367,5,창천동,A,0,0.6551844099820621,0.7578653105138555
368,5,창천동,A,3,0.5351785367290833,0.25522900937179394
369,5,창천동,A,2,0.304933376036835,0.9939615786180607
370,5,창천동,B,9,0.4257817371236483,0.2704748264816582
371,5,창천동,B,8,0.06182046720700374,0.8996921472932372
372,5,창천동,B,5,0.8116259308388672,0.8286486804161945
373,5,창천동,B,4,0.3693088217518582,0.29251422992185117
374,5,창천동,B,7,0.4652140233632477,0.764237383337915
375,5,창천동,B,1,0.3621611922790049,0.9686764049206754
376,5,창천동,B,6,0.3717571019539857,0.6593854641262902
377,5,창천동,B,0,0.8838906503949562,0.8501552049555197
378,5,창천동,B,3,0.7859174406434084,0.46522490524942606
379,5,창천동,B,2,0.078396925273989,0.9492912777697275
380,5,합정동,A,9,0.3284733516633016,0.5209504131962456
381,5,합정동,A,8,0.7076602748740414,0.3668850660111712
382,5,합정동,A,5,0.5916079087701476,0.45601819178850145
383,5,합정동,A,4,0.40510656173236026,0.66296696018689
384,5,합정동,A,7,0.8656208055356563,0.2952117509288754
385,5,합정동,A,1,0.5035281194278319,0.6552334629549444
386,5,합정동,A,6,0.10308470661871905,0.23629762842437751
387,5,합정동,A,0,0.17995393377300994,0.7344029070659466
388,5,합정동,A,3,0.8549520099079934,0.1341476409884813
389,5,합정동,A,2,0.08582145359216131,0.9509412761820286
390,5,합정동,B,9,0.0847137012287682,0.9111088691840944
391,5,합정동,B,8,0.7840854502293566,0.6158451783402353
392,5,합정동,B,5,0.32069865049294666,0.5698707007993971
393,5,합정동,B,4,0.7275933412699964,0.954799579203713
394,5,합정동,B,7,0.8238418834902702,0.3328537470011892
395,5,합정동,B,1,0.40828911717995664,0.8493086988816412
396,5,합정동,B,6,0.051110589725365974,0.06566933811256592
397,5,합정동,B,0,0.9926384987106127,0.34071447916576303
398,5,합정동,B,3,0.801499543608956,0.6812749034996458
399,5,합정동,B,2,0.14301442309612034,0.06473802903245618
400,6,노고산동,A,9,0.8186125191581207,0.7363268313959396
401,6,노고산동,A,8,0.23332267610122637,0.3345657912561766
402,6,노고산동,A,5,0.31403887508606454,0.5053671102418191
403,6,노고산동,A,4,0.016221583246177618,0.9792502092707578
404,6,노고산동,A,7,0.23422964076938257,0.27300345495589873
405,6,노고산동,A,1,0.8471912374448495,0.5862489335799838
406,6,노고산동,A,6,0.5144485077899937,0.4334820401186521
407,6,노고산동,A,0,0.5541053103750998,0.5024552989046546
408,6,노고산동,A,3,0.7822939475206327,0.755421451739655
409,6,노고산동,A,2,0.09284422507779988,0.861277928128069
410,6,노고산동,B,9,0.500137251162533,0.6844659158093448
411,6,노고산동,B,8,0.32145864674457236,0.3414182380489409
412,6,노고산동,B,5,0.5595196305422714,0.28976204424369034
413,6,노고산동,B,4,0.6796464669749473,0.2200534900696488
414,6,노고산동,B,7,0.385938900601258,0.3551751201275679
415,6,노고산동,B,1,0.7233484200101046,0.2736158849228635
416,6,노고산동,B,6,0.9773726642678898,0.6150645539784529
417,6,노고산동,B,0,0.9194990996431016,0.6443853531975811
418,6,노고산동,B,3,0.9273273347052818,0.8943914424573018
419,6,노고산동,B,2,0.3717848643181386,0.8842948033423926
420,6,대현동,A,9,0.7030747488657126,0.5042291524196111
421,6,대현동,A,8,0.7510684242703851,0.4518747619083264
422,6,대현동,A,5,0.5997100627773199,0.27637125014923203
423,6,대현동,A,4,0.7956972844882021,0.7009209702309102
424,6,대현동,A,7,0.5527782193356116,0.8842922421948898
425,6,대현동,A,1,0.35426096223471215,0.15789338858463586
426,6,대현동,A,6,0.49940769506315374,0.33758321469681496
427,6,대현동,A,0,0.07402125272801097,0.5136777571180529
428,6,대현동,A,3,0.7861312180698458,0.3098687351156816
429,6,대현동,A,2,0.8279389173731817,0.4218976948333044
430,6,대현동,B,9,0.1302137132817387,0.5523750071015536
431,6,대현동,B,8,0.7447540899410608,0.46169984743377956
432,6,대현동,B,5,0.6463761871185005,0.44231027856797633
433,6,대현동,B,4,0.6257063387686116,0.26237949809527583
434,6,대현동,B,7,0.7242195826103871,0.727618108894786
435,6,대현동,B,1,0.40868040028010677,0.03406174532565032
436,6,대현동,B,6,0.6741231093406376,0.9465182305855726
437,6,대현동,B,0,0.01756302421554523,0.32551175152166634
438,6,대현동,B,3,0.2801416638156323,0.17860888583390844
439,6,대현동,B,2,0.2705814618470689,0.0720968038121712
440,6,동교동,A,9,0.49145525293963577,0.9658583596512349
441,6,동교동,A,8,0.18091063309365651,0.8705943518367715
442,6,동교동,A,5,0.46147511016129505,0.8628946339009808
443,6,동교동,A,4,0.4890581734825509,0.8894244655696258
444,6,동교동,A,7,0.15034178545673815,0.6478290782828975
445,6,동교동,A,1,0.5622253048538361,0.5117551537436932
446,6,동교동,A,6,0.1281471395013719,0.19346045687244617
447,6,동교동,A,0,0.41686243071297346,0.28587554865825104
448,6,동교동,A,3,0.5161210070035869,0.33071568117771044
449,6,동교동,A,2,0.2279754244959452,0.9828018483523417
450,6,동교동,B,9,0.5377399655902838,0.2701777411989459
451,6,동교동,B,8,0.48946999268330194,0.6247751187713324
452,6,동교동,B,5,0.6141518223941798,0.9221651825859322
453,6,동교동,B,4,0.7254711153951637,0.29574145852019684
454,6,동교동,B,7,0.31735198328796654,0.8998737678763102
455,6,동교동,B,1,0.4627646138781929,0.8886992024594396
456,6,동교동,B,6,0.9814191029175316,0.7840839095490639
457,6,동교동,B,0,0.23057797940911118,0.22475247542127863
458,6,동교동,B,3,0.04670601699050991,0.03762322454696565
459,6,동교동,B,2,0.5163065399925462,0.6435934589420678
460,6,망원동,A,9,0.22150570757408639,0.09112615578558769
461,6,망원동,A,8,0.09450058355178015,0.6100335246471169
462,6,망원동,A,5,0.40286961567036117,0.5674810953414368
